epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5
1,381.116,0.50163,0.64668,0.26467,0.73995,0.7262,0.78116,0.4477,0.31468,1.22963,0.16907,9.98967e-06,3.32989e-05,9.98967e-06,3.32989e-05,9.98967e-06,3.32989e-05
2,704.312,0.48909,0.59863,0.25024,0.78089,0.73519,0.80618,0.4641,0.30836,1.07,0.17232,1.90002e-05,6.33339e-05,1.90002e-05,6.33339e-05,1.90002e-05,6.33339e-05
3,1023.05,0.47824,0.58524,0.25204,0.78163,0.74092,0.8175,0.47628,0.30946,0.88526,0.1665,2.70207e-05,9.0069e-05,2.70207e-05,9.0069e-05,2.70207e-05,9.0069e-05
4,1345.64,0.4706,0.57815,0.24475,0.79116,0.73487,0.81878,0.47822,0.30458,0.63248,0.16552,2.5545e-05,8.515e-05,2.5545e-05,8.515e-05,2.5545e-05,8.515e-05
5,1668.52,0.46543,0.55885,0.24457,0.78552,0.75959,0.82258,0.47833,0.31147,0.68028,0.17252,2.406e-05,8.02e-05,2.406e-05,8.02e-05,2.406e-05,8.02e-05
6,1993.24,0.46684,0.55188,0.24509,0.81739,0.75507,0.83335,0.48852,0.30581,0.6411,0.16939,2.2575e-05,7.525e-05,2.2575e-05,7.525e-05,2.2575e-05,7.525e-05
7,2315.34,0.46194,0.54596,0.23892,0.80987,0.76317,0.8301,0.48827,0.30418,0.53705,0.16891,2.109e-05,7.03e-05,2.109e-05,7.03e-05,2.109e-05,7.03e-05
8,2627.16,0.45973,0.54449,0.23788,0.80201,0.76579,0.83259,0.48949,0.3036,0.63521,0.1677,1.9605e-05,6.535e-05,1.9605e-05,6.535e-05,1.9605e-05,6.535e-05
9,2946.76,0.45949,0.5359,0.23606,0.80482,0.76421,0.83723,0.49262,0.30558,0.55308,0.1695,1.812e-05,6.04e-05,1.812e-05,6.04e-05,1.812e-05,6.04e-05
10,3271.44,0.45195,0.53701,0.23637,0.81509,0.76255,0.84055,0.4966,0.30279,0.58066,0.17055,1.6635e-05,5.545e-05,1.6635e-05,5.545e-05,1.6635e-05,5.545e-05
11,3592.54,0.4393,0.49043,0.24467,0.80754,0.76343,0.83875,0.49387,0.30852,0.54076,0.17318,1.515e-05,5.05e-05,1.515e-05,5.05e-05,1.515e-05,5.05e-05
12,3909.79,0.43705,0.48382,0.24538,0.82009,0.77376,0.84385,0.49788,0.30372,0.51174,0.16685,1.3665e-05,4.555e-05,1.3665e-05,4.555e-05,1.3665e-05,4.555e-05
13,4225.68,0.43432,0.47696,0.23844,0.82236,0.77285,0.84618,0.50031,0.30616,0.52636,0.16992,1.218e-05,4.06e-05,1.218e-05,4.06e-05,1.218e-05,4.06e-05
14,9309.77,0.43247,0.47286,0.23948,0.81787,0.77855,0.84374,0.49841,0.30719,0.47374,0.17315,1.0695e-05,3.565e-05,1.0695e-05,3.565e-05,1.0695e-05,3.565e-05
15,9533.92,0.42665,0.46895,0.23684,0.81263,0.78861,0.84477,0.49829,0.30589,0.49001,0.17235,9.21e-06,3.07e-05,9.21e-06,3.07e-05,9.21e-06,3.07e-05
16,9754.77,0.42734,0.46068,0.23971,0.81079,0.78597,0.84447,0.50193,0.30744,0.4596,0.17289,7.725e-06,2.575e-05,7.725e-06,2.575e-05,7.725e-06,2.575e-05
17,9975.94,0.42707,0.45794,0.23663,0.82354,0.77784,0.84454,0.50185,0.30535,0.48633,0.17325,6.24e-06,2.08e-05,6.24e-06,2.08e-05,6.24e-06,2.08e-05
18,10192.5,0.42542,0.45879,0.23442,0.82406,0.78074,0.8469,0.50197,0.30613,0.47568,0.17383,4.755e-06,1.585e-05,4.755e-06,1.585e-05,4.755e-06,1.585e-05
19,10408,0.42494,0.45651,0.23485,0.82873,0.77638,0.8475,0.50244,0.30783,0.47871,0.17532,3.27e-06,1.09e-05,3.27e-06,1.09e-05,3.27e-06,1.09e-05
20,10622.1,0.42146,0.45583,0.2284,0.8297,0.77327,0.84587,0.50197,0.30823,0.45918,0.17544,1.785e-06,5.95e-06,1.785e-06,5.95e-06,1.785e-06,5.95e-06
