epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5
1,97.7819,2.10867,1.24758,2.63861,0.12207,0.1753,0.06113,0.02846,0.61774,6.44904,0.52427,4.97326e-06,9.94652e-05,4.97326e-06,9.94652e-05,4.97326e-06,9.94652e-05
2,142.853,0.89014,0.67755,0.62627,0.59925,0.4598,0.49279,0.2578,0.3924,2.92785,0.31996,9.47959e-06,0.000189592,9.47959e-06,0.000189592,9.47959e-06,0.000189592
3,187.467,0.62508,0.70936,0.40029,0.61198,0.53511,0.58351,0.31851,0.36278,2.75988,0.2879,1.34909e-05,0.000269818,1.34909e-05,0.000269818,1.34909e-05,0.000269818
4,232.208,0.57071,0.69948,0.36564,0.63808,0.56513,0.62103,0.34934,0.36114,1.73808,0.28802,1.203e-05,0.0002406,1.203e-05,0.0002406,1.203e-05,0.0002406
5,277.596,0.53934,0.69413,0.33413,0.69852,0.55712,0.61262,0.35789,0.34751,2.42371,0.28856,1.12875e-05,0.00022575,1.12875e-05,0.00022575,1.12875e-05,0.00022575
6,321.933,0.5212,0.69889,0.32632,0.73441,0.53855,0.64314,0.35998,0.33856,1.86583,0.27182,1.0545e-05,0.0002109,1.0545e-05,0.0002109,1.0545e-05,0.0002109
7,365.989,0.51941,0.66827,0.3204,0.71904,0.58898,0.66698,0.37899,0.33277,1.28423,0.26041,9.8025e-06,0.00019605,9.8025e-06,0.00019605,9.8025e-06,0.00019605
8,411.76,0.51798,0.64662,0.31848,0.72787,0.5641,0.64241,0.36156,0.32989,1.12996,0.26704,9.06e-06,0.0001812,9.06e-06,0.0001812,9.06e-06,0.0001812
9,455.307,0.49743,0.6529,0.31095,0.67421,0.6284,0.65486,0.37828,0.34307,1.43216,0.28068,8.3175e-06,0.00016635,8.3175e-06,0.00016635,8.3175e-06,0.00016635
10,500.839,0.49233,0.65149,0.29722,0.69265,0.61459,0.64366,0.36873,0.32832,1.14633,0.27461,7.575e-06,0.0001515,7.575e-06,0.0001515,7.575e-06,0.0001515
11,545.156,0.45116,0.63487,0.30889,0.7398,0.60628,0.67687,0.38916,0.3364,0.9751,0.2725,6.8325e-06,0.00013665,6.8325e-06,0.00013665,6.8325e-06,0.00013665
12,590.035,0.4492,0.61447,0.30319,0.77457,0.59294,0.68083,0.39821,0.32034,0.87044,0.25403,6.09e-06,0.0001218,6.09e-06,0.0001218,6.09e-06,0.0001218
13,634.765,0.44846,0.59127,0.30917,0.71221,0.60331,0.68135,0.39199,0.32802,0.81975,0.26143,5.3475e-06,0.00010695,5.3475e-06,0.00010695,5.3475e-06,0.00010695
14,679.895,0.43995,0.59972,0.29771,0.68973,0.62429,0.6663,0.38201,0.31679,0.77385,0.2574,4.605e-06,9.21e-05,4.605e-06,9.21e-05,4.605e-06,9.21e-05
15,723.81,0.4363,0.58203,0.29589,0.70834,0.64401,0.6871,0.39683,0.32855,0.70112,0.26456,3.8625e-06,7.725e-05,3.8625e-06,7.725e-05,3.8625e-06,7.725e-05
16,767.983,0.43231,0.57414,0.28606,0.70554,0.63759,0.69334,0.39589,0.31977,0.81482,0.26245,3.12e-06,6.24e-05,3.12e-06,6.24e-05,3.12e-06,6.24e-05
17,812.178,0.43207,0.57562,0.28269,0.72544,0.63196,0.69391,0.40035,0.31649,0.77504,0.26208,2.3775e-06,4.755e-05,2.3775e-06,4.755e-05,2.3775e-06,4.755e-05
18,856.998,0.43013,0.57167,0.28588,0.75634,0.61047,0.69633,0.40311,0.32094,0.75591,0.27617,1.635e-06,3.27e-05,1.635e-06,3.27e-05,1.635e-06,3.27e-05
19,901.368,0.43306,0.55957,0.28726,0.75818,0.60559,0.69675,0.40131,0.3241,0.75718,0.277,8.925e-07,1.785e-05,8.925e-07,1.785e-05,8.925e-07,1.785e-05
20,947.953,0.42119,0.56429,0.28232,0.73374,0.62686,0.69354,0.40161,0.31847,0.73796,0.2691,1.5e-07,3e-06,1.5e-07,3e-06,1.5e-07,3e-06
