epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5
1,279.566,0.89534,2.09492,0.56771,0.63721,0.54973,0.59937,0.31524,0.39142,3.24917,0.211,2.9969e-05,9.98967e-05,2.9969e-05,9.98967e-05,2.9969e-05,9.98967e-05
2,504.938,0.56716,0.70106,0.30195,0.70146,0.61498,0.68141,0.36907,0.34057,1.32961,0.1961,5.70005e-05,0.000190002,5.70005e-05,0.000190002,5.70005e-05,0.000190002
3,726.929,0.5406,0.67011,0.29213,0.68634,0.65564,0.69582,0.37935,0.32977,1.35381,0.17929,8.10621e-05,0.000270207,8.10621e-05,0.000270207,8.10621e-05,0.000270207
4,952.116,0.53358,0.64377,0.28811,0.7239,0.67344,0.73289,0.40715,0.3405,0.96752,0.19893,7.6635e-05,0.00025545,7.6635e-05,0.00025545,7.6635e-05,0.00025545
5,1176.95,0.51569,0.62627,0.28055,0.75694,0.68165,0.75036,0.41591,0.33309,0.5379,0.1908,7.218e-05,0.0002406,7.218e-05,0.0002406,7.218e-05,0.0002406
6,1401.21,0.51331,0.60951,0.27614,0.73352,0.68804,0.7529,0.42151,0.32847,0.78696,0.19138,6.7725e-05,0.00022575,6.7725e-05,0.00022575,6.7725e-05,0.00022575
7,1624.16,0.50242,0.59708,0.26922,0.79542,0.70923,0.78489,0.44469,0.32775,0.63216,0.19446,6.327e-05,0.0002109,6.327e-05,0.0002109,6.327e-05,0.0002109
8,1850.75,0.49883,0.5874,0.26457,0.76727,0.71417,0.7783,0.44377,0.32413,0.60228,0.1869,5.8815e-05,0.00019605,5.8815e-05,0.00019605,5.8815e-05,0.00019605
9,2076.64,0.49492,0.577,0.25986,0.77399,0.70335,0.77627,0.44737,0.32027,0.62983,0.17984,5.436e-05,0.0001812,5.436e-05,0.0001812,5.436e-05,0.0001812
10,2301.49,0.48269,0.58171,0.25542,0.78385,0.69053,0.77278,0.44383,0.32446,0.57042,0.19612,4.9905e-05,0.00016635,4.9905e-05,0.00016635,4.9905e-05,0.00016635
11,2521.8,0.46557,0.53312,0.26586,0.78237,0.72601,0.78801,0.4516,0.31672,0.5108,0.18285,4.545e-05,0.0001515,4.545e-05,0.0001515,4.545e-05,0.0001515
12,2742.83,0.45762,0.51389,0.2639,0.77793,0.72976,0.79159,0.45961,0.32409,0.44735,0.18759,4.0995e-05,0.00013665,4.0995e-05,0.00013665,4.0995e-05,0.00013665
13,2964.25,0.45099,0.49827,0.25378,0.79964,0.7278,0.79857,0.46156,0.3274,0.51345,0.19027,3.654e-05,0.0001218,3.654e-05,0.0001218,3.654e-05,0.0001218
14,3185.13,0.44807,0.48761,0.25046,0.77788,0.74024,0.80423,0.46572,0.3214,0.41679,0.18675,3.2085e-05,0.00010695,3.2085e-05,0.00010695,3.2085e-05,0.00010695
15,3409.53,0.43815,0.48192,0.24655,0.80614,0.74032,0.80819,0.46466,0.32046,0.43252,0.18981,2.763e-05,9.21e-05,2.763e-05,9.21e-05,2.763e-05,9.21e-05
16,3632.73,0.4341,0.47268,0.24145,0.81093,0.73548,0.80949,0.47198,0.31933,0.41586,0.18495,2.3175e-05,7.725e-05,2.3175e-05,7.725e-05,2.3175e-05,7.725e-05
17,3852.04,0.43223,0.46217,0.23933,0.81184,0.73346,0.80464,0.46955,0.3263,0.40028,0.19437,1.872e-05,6.24e-05,1.872e-05,6.24e-05,1.872e-05,6.24e-05
18,4070.46,0.42888,0.45013,0.23679,0.81749,0.73844,0.8077,0.46851,0.31806,0.40024,0.18668,1.4265e-05,4.755e-05,1.4265e-05,4.755e-05,1.4265e-05,4.755e-05
19,4291.74,0.4231,0.44623,0.23234,0.8114,0.73627,0.80436,0.46756,0.31733,0.40408,0.19114,9.81e-06,3.27e-05,9.81e-06,3.27e-05,9.81e-06,3.27e-05
20,4513.76,0.41984,0.44108,0.22716,0.81813,0.7303,0.8061,0.46925,0.31791,0.39156,0.19082,5.355e-06,1.785e-05,5.355e-06,1.785e-05,5.355e-06,1.785e-05
