epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
35,44.9922,0.52878,0.59913,0.29092,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
36,46.3952,0.52346,0.65713,0.33251,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
37,47.7972,0.61728,0.48289,0.28123,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
38,48.9445,0.53157,0.50292,0.27315,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
39,50.2997,0.73442,0.54797,0.29946,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
40,51.8869,0.48175,0.49263,0.24247,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
41,53.097,0.5328,0.51476,0.2427,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
42,52.9693,0.48379,0.51929,0.3742,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
43,54.1965,0.38731,0.51124,0.20718,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
44,55.237,0.47769,0.51296,0.29321,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
45,56.3856,0.53314,0.55807,0.27362,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
46,57.5085,0.54746,0.43899,0.33404,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
47,58.7373,0.49873,0.46394,0.23681,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
48,60.1297,0.5016,0.39103,0.19991,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
49,61.2255,0.40306,0.4914,0.20829,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
50,62.776,0.33983,0.45631,0.19446,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
51,64.1219,0.33463,0.53226,0.17007,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
52,65.8906,0.42787,0.41813,0.28629,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
53,67.1706,0.39351,0.46928,0.26722,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
54,68.7981,0.43146,0.46593,0.17669,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
55,70.1159,0.43267,0.51579,0.22852,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
56,71.531,0.52181,0.46712,0.31753,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
57,73.2265,0.50175,0.4395,0.22295,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
58,74.9707,0.47551,0.45669,0.19925,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
59,76.5913,0.42185,0.45455,0.24616,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
60,78.2013,0.3927,0.42382,0.21104,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
61,79.6251,0.36179,0.44585,0.14597,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
62,81.3033,0.33457,0.44925,0.15955,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
63,82.8434,0.46319,0.44705,0.21065,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
64,84.1089,0.3682,0.47205,0.24642,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
65,83.4092,0.40689,0.41904,0.23524,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
66,85.2467,0.36366,0.45845,0.19053,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
67,86.4151,0.32024,0.47403,0.15473,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
68,87.5308,0.33709,0.44353,0.17334,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
69,88.9176,0.29835,0.39242,0.12162,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
70,90.4261,0.3389,0.41052,0.17296,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
71,91.2954,0.30056,0.40529,0.11829,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
72,92.232,0.31906,0.43109,0.16472,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
73,93.3898,0.38361,0.45088,0.17996,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
74,94.384,0.39206,0.37285,0.17034,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
75,95.2486,0.3937,0.39173,0.1603,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
76,96.3127,0.26138,0.36777,0.15454,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
77,97.4647,0.25293,0.36396,0.1274,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
78,98.7384,0.36712,0.35804,0.22537,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
79,99.7844,0.29042,0.38703,0.17138,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
80,101.211,0.29392,0.38115,0.11471,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
81,102.562,0.25941,0.37153,0.13814,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
82,104.301,0.32772,0.37509,0.18582,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
83,105.885,0.37323,0.37234,0.20282,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
84,107.274,0.33862,0.44824,0.25858,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
85,108.637,0.25008,0.36043,0.16794,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
86,109.99,0.30602,0.38451,0.18833,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
87,111.492,0.28247,0.35467,0.14926,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
88,112.975,0.29525,0.33277,0.11615,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
89,114.271,0.24736,0.33696,0.16217,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
90,115.412,0.25533,0.36162,0.13824,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
91,114.988,0.32139,0.31655,0.1371,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
92,116.518,0.28243,0.36626,0.11846,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
93,118.354,0.31516,0.30533,0.11194,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
94,120.303,0.22907,0.31802,0.10928,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
95,121.678,0.25747,0.44763,0.16369,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
96,122.921,0.21076,0.28754,0.08549,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
97,124.094,0.26239,0.33591,0.144,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
98,125.261,0.24104,0.34838,0.10769,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
99,126.366,0.25737,0.39665,0.13647,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
100,127.835,0.33193,0.32464,0.21646,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
101,128.932,0.23017,0.32679,0.08376,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
102,130.534,0.24931,0.32378,0.08572,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
103,131.747,0.30787,0.32874,0.12496,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
104,132.904,0.26273,0.33601,0.13973,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
105,134.069,0.28451,0.31003,0.1441,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
106,135.648,0.25354,0.34102,0.09439,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
107,136.609,0.19991,0.32985,0.10216,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
108,138.284,0.23981,0.33056,0.11926,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
109,139.71,0.40859,0.37537,0.28295,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
110,141.333,0.20151,0.31738,0.10569,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
111,142.662,0.2896,0.3634,0.11073,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
112,144.023,0.21794,0.33,0.08775,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
113,145.386,0.23623,0.27314,0.09155,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
114,145.067,0.30244,0.31363,0.11688,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
115,146.782,0.24264,0.39887,0.12976,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
116,148.691,0.27386,0.28156,0.10611,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
117,149.789,0.23304,0.29754,0.11446,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
118,151.152,0.22079,0.32607,0.1459,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
119,152.504,0.29068,0.36773,0.10019,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
120,153.724,0.25318,0.33481,0.11045,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
121,154.991,0.24906,0.33452,0.08728,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
122,156.248,0.29027,0.3295,0.10421,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
123,157.467,0.3233,0.33217,0.13996,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
124,158.673,0.27758,0.31555,0.11959,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
125,159.928,0.24629,0.31717,0.13665,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
126,161.361,0.22686,0.29092,0.09358,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
127,162.464,0.19053,0.28193,0.08945,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
128,164.203,0.21133,0.32779,0.11016,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
129,165.875,0.30502,0.32041,0.11484,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
130,167.586,0.25234,0.32762,0.09201,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
131,168.995,0.24001,0.31362,0.08558,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
132,170.148,0.1935,0.27794,0.10835,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
133,171.516,0.21651,0.29711,0.09089,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
134,173.271,0.20849,0.35879,0.13339,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
135,174.388,0.24501,0.30802,0.08548,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
136,175.571,0.20491,0.31183,0.12599,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
137,175.172,0.34936,0.331,0.14938,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
138,176.197,0.20796,0.26951,0.09462,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
139,177.732,0.23586,0.2897,0.07126,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
140,179.219,0.19434,0.26273,0.07939,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
141,180.753,0.21509,0.29217,0.06661,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
142,181.676,0.21396,0.28487,0.1211,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
143,182.802,0.23844,0.30145,0.0949,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
144,184.152,0.23772,0.31029,0.11299,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
145,185.61,0.23288,0.29377,0.07797,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
146,186.674,0.20326,0.25945,0.06036,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
147,187.706,0.24497,0.27366,0.10325,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
148,188.946,0.21991,0.26532,0.09602,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
149,190.425,0.20019,0.31867,0.11452,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
150,191.81,0.28731,0.27996,0.10788,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
151,192.926,0.11406,0.21314,0.08486,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
152,193.95,0.20245,0.35261,0.10441,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
153,195.204,0.22977,0.31084,0.10624,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
154,196.609,0.16682,0.29173,0.08129,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
155,197.962,0.16688,0.25827,0.06841,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
156,199.169,0.17082,0.25114,0.10058,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
157,200.966,0.2165,0.29801,0.10326,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
158,202.709,0.22636,0.31745,0.08625,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
159,204.368,0.16738,0.26942,0.07046,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
160,205.646,0.19416,0.30439,0.07512,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
161,206.981,0.18468,0.28871,0.11056,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
162,206.342,0.28977,0.28634,0.10298,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
163,207.666,0.1765,0.30265,0.08559,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
164,209.061,0.25906,0.31423,0.06897,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
165,210.617,0.19699,0.22913,0.06746,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
166,212.003,0.14481,0.26347,0.07596,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
167,213.609,0.22574,0.29698,0.07648,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
168,214.894,0.16309,0.25422,0.08503,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
169,216.126,0.22395,0.24878,0.07038,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
170,217.387,0.22387,0.33795,0.09186,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
171,218.432,0.27938,0.32193,0.1097,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
172,219.976,0.19081,0.25949,0.08955,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
173,221.585,0.22273,0.29681,0.07957,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
174,222.528,0.2058,0.29136,0.07715,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
175,223.652,0.22011,0.30409,0.07848,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
176,224.745,0.21247,0.27118,0.06985,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
177,225.782,0.1386,0.24522,0.07799,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
178,227.013,0.20739,0.24604,0.09648,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
179,228.034,0.25339,0.30592,0.07683,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
180,229.499,0.17384,0.28003,0.06051,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
181,230.843,0.15759,0.24283,0.07199,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
182,232.064,0.18695,0.28867,0.09845,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
183,233.253,0.26314,0.31309,0.08411,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
184,234.506,0.19376,0.27647,0.05957,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
185,235.624,0.24226,0.30268,0.08975,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
186,236.683,0.21847,0.27186,0.07413,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
187,236.356,0.22204,0.26558,0.08014,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
188,237.574,0.17536,0.24379,0.08007,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
189,238.616,0.16014,0.26923,0.12144,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
190,239.911,0.16984,0.27149,0.06669,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
191,241.085,0.14811,0.22207,0.04078,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
192,242.336,0.15141,0.20062,0.03507,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
193,243.395,0.19557,0.21033,0.05858,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
194,244.835,0.17588,0.23427,0.06044,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
195,245.91,0.13898,0.21015,0.04287,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
196,247.462,0.20325,0.25511,0.07771,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
197,249.273,0.14744,0.21355,0.04244,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
198,250.879,0.17646,0.22715,0.05215,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
199,252.346,0.15526,0.23275,0.08895,0,0,0,0,0,0,0,0.0001,0.0001,0.0001
200,253.612,0.14219,0.22085,0.04478,0.99268,1,0.995,0.92605,0.13767,0.20288,0.03916,0.0001,0.0001,0.0001
