epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5
1,276.683,0.48745,0.60285,0.28039,0.74686,0.74228,0.79736,0.46312,0.31364,0.82504,0.17274,2.9969e-05,9.98967e-05,2.9969e-05,9.98967e-05,2.9969e-05,9.98967e-05
2,500.4,0.47639,0.54641,0.27377,0.7808,0.74289,0.82078,0.4779,0.30658,0.68847,0.17144,5.40321e-05,0.000180107,5.40321e-05,0.000180107,5.40321e-05,0.000180107
3,720.167,0.47064,0.52999,0.26838,0.76154,0.76224,0.80999,0.47257,0.30454,0.659,0.16622,7.21551e-05,0.000240517,7.21551e-05,0.000240517,7.21551e-05,0.000240517
4,941.018,0.46695,0.51343,0.26716,0.78617,0.75677,0.8254,0.48561,0.31147,0.63506,0.17384,6.327e-05,0.0002109,6.327e-05,0.0002109,6.327e-05,0.0002109
5,1163.56,0.46088,0.49444,0.26152,0.7957,0.75867,0.82905,0.48186,0.30783,0.51363,0.17318,5.436e-05,0.0001812,5.436e-05,0.0001812,5.436e-05,0.0001812
6,1384.1,0.4503,0.48795,0.2532,0.81374,0.75945,0.83131,0.48549,0.30567,0.6194,0.16982,4.545e-05,0.0001515,4.545e-05,0.0001515,4.545e-05,0.0001515
7,1602.95,0.44249,0.47805,0.24734,0.81446,0.77467,0.83676,0.48882,0.30298,0.62694,0.17376,3.654e-05,0.0001218,3.654e-05,0.0001218,3.654e-05,0.0001218
8,1822.07,0.43692,0.46971,0.24207,0.8358,0.76463,0.83506,0.48944,0.30491,0.46422,0.1757,2.763e-05,9.21e-05,2.763e-05,9.21e-05,2.763e-05,9.21e-05
9,2041.32,0.42957,0.45934,0.23559,0.83179,0.75679,0.83102,0.48521,0.31314,0.48935,0.18222,1.872e-05,6.24e-05,1.872e-05,6.24e-05,1.872e-05,6.24e-05
10,2258.12,0.42466,0.45192,0.23165,0.83775,0.76799,0.83623,0.48956,0.30949,0.50495,0.18008,9.81e-06,3.27e-05,9.81e-06,3.27e-05,9.81e-06,3.27e-05
