epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5
32,58873.4,0.39412,0.5351,0.23762,0.80699,0.71327,0.80348,0.54396,0.19647,2.05134,0.15281,5.54737e-05,0.000184912,5.54737e-05,0.000184912,5.54737e-05,0.000184912
33,60614.7,0.39831,0.53615,0.24181,0.8057,0.71422,0.80381,0.54412,0.19633,2.70537,0.15267,5.436e-05,0.0001812,5.436e-05,0.0001812,5.436e-05,0.0001812
34,1481.03,0.39295,0.53666,0.23763,0.8054,0.71375,0.80368,0.5445,0.19624,1.91929,0.15206,5.32463e-05,0.000177487,5.32463e-05,0.000177487,5.32463e-05,0.000177487
35,2928.47,0.39898,0.53222,0.24048,0.80635,0.71318,0.80313,0.5442,0.19557,3.73942,0.15163,5.21325e-05,0.000173775,5.21325e-05,0.000173775,5.21325e-05,0.000173775
36,4380,0.39959,0.53336,0.24134,0.80514,0.71151,0.80302,0.54423,0.19591,3.89739,0.152,5.10187e-05,0.000170062,5.10187e-05,0.000170062,5.10187e-05,0.000170062
37,7279.28,0.37915,0.55925,0.23022,0.80653,0.71095,0.803,0.54427,0.19592,3.89645,0.15206,4.9905e-05,0.00016635,4.9905e-05,0.00016635,4.9905e-05,0.00016635
38,8695.46,0.39015,0.52196,0.2346,0.80573,0.71242,0.80357,0.54436,0.19614,2.3229,0.15247,4.87912e-05,0.000162637,4.87912e-05,0.000162637,4.87912e-05,0.000162637
39,10121.6,0.39148,0.525,0.23703,0.80572,0.71252,0.80361,0.54397,0.19654,2.19322,0.1527,4.76775e-05,0.000158925,4.76775e-05,0.000158925,4.76775e-05,0.000158925
40,11519.3,0.39254,0.51867,0.23663,0.80698,0.71313,0.80371,0.54359,0.19662,2.90731,0.15311,4.65637e-05,0.000155212,4.65637e-05,0.000155212,4.65637e-05,0.000155212
41,12931.5,0.39466,0.52685,0.24118,0.8053,0.71273,0.80219,0.54252,0.19742,2.84944,0.15441,4.545e-05,0.0001515,4.545e-05,0.0001515,4.545e-05,0.0001515
42,14384.1,0.39498,0.52936,0.24306,0.80599,0.71044,0.8015,0.54266,0.19837,1.30759,0.15572,4.43363e-05,0.000147788,4.43363e-05,0.000147788,4.43363e-05,0.000147788
43,17190.6,0.37561,0.52866,0.22622,0.80609,0.71033,0.80131,0.54247,0.19831,1.30778,0.1556,4.32225e-05,0.000144075,4.32225e-05,0.000144075,4.32225e-05,0.000144075
44,18558.1,0.38639,0.50713,0.23197,0.80526,0.71087,0.80159,0.54218,0.19857,1.24668,0.15607,4.21088e-05,0.000140363,4.21088e-05,0.000140363,4.21088e-05,0.000140363
45,20008.9,0.38932,0.5107,0.23666,0.80821,0.70975,0.80157,0.54234,0.19901,1.10399,0.1565,4.0995e-05,0.00013665,4.0995e-05,0.00013665,4.0995e-05,0.00013665
46,21480.4,0.39219,0.512,0.24233,0.80871,0.71085,0.80044,0.54206,0.19954,1.04992,0.15727,3.98812e-05,0.000132937,3.98812e-05,0.000132937,3.98812e-05,0.000132937
47,22895.9,nan,nan,nan,0.80577,0.71128,0.80001,0.54171,0.19987,1.33152,0.15767,3.87675e-05,0.000129225,3.87675e-05,0.000129225,3.87675e-05,0.000129225
48,25668.8,0.37341,0.51205,0.22542,0.80604,0.71136,0.80006,0.5417,0.19994,1.33391,0.15783,3.76537e-05,0.000125512,3.76537e-05,0.000125512,3.76537e-05,0.000125512
49,27174.4,0.37921,0.54459,0.22233,0.80797,0.71084,0.8009,0.5425,0.19987,1.33496,0.15747,3.654e-05,0.0001218,3.654e-05,0.0001218,3.654e-05,0.0001218
50,28600.7,0.37997,0.54594,0.22248,0.80792,0.71165,0.80202,0.5429,0.19963,1.33654,0.15699,3.54262e-05,0.000118087,3.54262e-05,0.000118087,3.54262e-05,0.000118087
51,30040.5,0.38042,0.54499,0.22225,0.81008,0.7106,0.80307,0.54328,0.19923,1.33836,0.15632,3.43125e-05,0.000114375,3.43125e-05,0.000114375,3.43125e-05,0.000114375
